Time,RAW_HEX,EN,FAULT,ENOUT,WDO,SRC
19:17:14.107,0x00000007,1,1,1,0,Nút S1
19:17:14.323,0x0000000D,1,0,1,1,Nút S1
19:17:14.539,0x0000000D,1,0,1,1,Nút S1
19:17:14.754,0x0000000D,1,0,1,1,Nút S1
19:17:14.969,0x0000000D,1,0,1,1,Nút S1
19:17:15.184,0x0000000D,1,0,1,1,Nút S1
19:17:15.400,0x0000000D,1,0,1,1,Nút S1
19:17:15.618,0x0000000D,1,0,1,1,Nút S1
19:17:15.835,0x0000000D,1,0,1,1,Nút S1
19:17:16.051,0x0000000D,1,0,1,1,Nút S1
19:17:16.261,0x0000000D,1,0,1,1,Nút S1
19:17:16.483,0x0000000D,1,0,1,1,Nút S1
19:17:16.698,0x0000000D,1,0,1,1,Nút S1
19:17:16.914,0x0000000D,1,0,1,1,Nút S1
19:17:17.132,0x0000000D,1,0,1,1,Nút S1
19:17:17.344,0x0000000D,1,0,1,1,Nút S1
19:17:17.564,0x0000000D,1,0,1,1,Nút S1
19:17:17.776,0x00000007,1,1,1,0,Nút S1
19:17:17.990,0x0000000D,1,0,1,1,Nút S1
19:17:18.212,0x0000000D,1,0,1,1,Nút S1
19:17:18.428,0x0000000D,1,0,1,1,Nút S1
19:17:18.644,0x0000000D,1,0,1,1,Nút S1
19:17:18.857,0x0000000D,1,0,1,1,Nút S1
19:17:19.073,0x0000000D,1,0,1,1,Nút S1
19:17:19.291,0x0000000D,1,0,1,1,Nút S1
19:17:19.508,0x0000000D,1,0,1,1,Nút S1
19:17:19.719,0x0000000D,1,0,1,1,Nút S1
19:17:19.940,0x0000000D,1,0,1,1,Nút S1
19:17:20.155,0x0000000D,1,0,1,1,Nút S1
19:17:20.372,0x0000000D,1,0,1,1,Nút S1
19:17:20.587,0x0000000D,1,0,1,1,Nút S1
19:17:20.802,0x0000000D,1,0,1,1,Nút S1
19:17:21.020,0x0000000D,1,0,1,1,Nút S1
19:17:21.235,0x0000000D,1,0,1,1,Nút S1
19:17:21.453,0x0000000D,1,0,1,1,Nút S1
19:17:21.669,0x0000000D,1,0,1,1,Nút S1
19:17:21.885,0x0000000D,1,0,1,1,Nút S1
19:17:22.101,0x0000000D,1,0,1,1,Nút S1
19:17:22.316,0x0000000D,1,0,1,1,Nút S1
19:17:22.531,0x0000000D,1,0,1,1,Nút S1
19:17:22.749,0x0000000D,1,0,1,1,Nút S1
19:17:22.965,0x0000000D,1,0,1,1,Nút S1
19:17:23.178,0x0000000D,1,0,1,1,Nút S1
19:17:23.397,0x0000000D,1,0,1,1,Nút S1
19:17:23.608,0x0000000D,1,0,1,1,Nút S1
19:17:23.823,0x0000000D,1,0,1,1,Nút S1
19:17:24.038,0x0000000D,1,0,1,1,Nút S1
19:17:24.261,0x0000000D,1,0,1,1,Nút S1
19:17:24.476,0x0000000D,1,0,1,1,Nút S1
19:17:24.691,0x0000000D,1,0,1,1,Nút S1
19:17:24.909,0x0000000D,1,0,1,1,Nút S1
19:17:25.122,0x0000000D,1,0,1,1,Nút S1
19:17:25.340,0x0000000D,1,0,1,1,Nút S1
19:17:25.557,0x0000000D,1,0,1,1,Nút S1
19:17:25.767,0x0000000D,1,0,1,1,Nút S1
19:17:25.989,0x0000000D,1,0,1,1,Nút S1
19:17:26.205,0x0000000D,1,0,1,1,Nút S1
19:17:26.420,0x0000000D,1,0,1,1,Nút S1
19:17:26.637,0x0000000D,1,0,1,1,Nút S1
19:17:26.854,0x0000000D,1,0,1,1,Nút S1
19:17:27.068,0x0000000D,1,0,1,1,Nút S1
19:17:27.286,0x0000000D,1,0,1,1,Nút S1
19:17:27.501,0x0000000D,1,0,1,1,Nút S1
19:17:27.712,0x0000000D,1,0,1,1,Nút S1
19:17:27.927,0x0000000D,1,0,1,1,Nút S1
19:17:28.149,0x0000000D,1,0,1,1,Nút S1
