Time,RAW_HEX,EN,FAULT,ENOUT,WDO,SRC
21:14:26.485,0x0000000D,1,0,1,1,Nút S1
21:14:26.698,0x0000000D,1,0,1,1,Nút S1
21:14:26.914,0x0000000D,1,0,1,1,Nút S1
21:14:27.130,0x0000000D,1,0,1,1,Nút S1
21:14:27.351,0x0000000D,1,0,1,1,Nút S1
21:14:27.563,0x0000000D,1,0,1,1,Nút S1
21:14:27.778,0x0000000D,1,0,1,1,Nút S1
21:14:27.990,0x0000000D,1,0,1,1,Nút S1
21:14:28.209,0x0000000D,1,0,1,1,Nút S1
21:14:28.428,0x0000000D,1,0,1,1,Nút S1
21:14:28.641,0x0000000D,1,0,1,1,Nút S1
21:14:28.867,0x0000000D,1,0,1,1,Nút S1
21:14:29.077,0x00000007,1,1,1,0,Nút S1
21:14:29.300,0x0000000D,1,0,1,1,Nút S1
21:14:29.519,0x0000000D,1,0,1,1,Nút S1
21:14:29.739,0x0000000D,1,0,1,1,Nút S1
21:14:29.956,0x0000000D,1,0,1,1,Nút S1
21:14:30.172,0x0000000D,1,0,1,1,Nút S1
21:14:30.388,0x0000000D,1,0,1,1,Nút S1
21:14:30.604,0x0000000D,1,0,1,1,Nút S1
21:14:30.820,0x00000007,1,1,1,0,Nút S1
21:14:31.036,0x0000000D,1,0,1,1,Nút S1
21:14:31.252,0x0000000D,1,0,1,1,Nút S1
21:14:31.466,0x0000000D,1,0,1,1,Nút S1
21:14:31.681,0x0000000D,1,0,1,1,Nút S1
21:14:31.896,0x0000000D,1,0,1,1,Nút S1
21:14:32.115,0x0000000D,1,0,1,1,Nút S1
21:14:32.329,0x0000000D,1,0,1,1,Nút S1
21:14:32.542,0x00000007,1,1,1,0,Nút S1
21:14:32.762,0x0000000D,1,0,1,1,Nút S1
21:14:32.970,0x0000000D,1,0,1,1,Nút S1
21:14:33.184,0x0000000D,1,0,1,1,Nút S1
21:14:33.410,0x0000000D,1,0,1,1,Nút S1
21:14:33.626,0x0000000D,1,0,1,1,Nút S1
21:14:33.835,0x0000000D,1,0,1,1,Nút S1
21:14:34.053,0x0000000D,1,0,1,1,Nút S1
21:14:34.266,0x00000008,0,0,0,1,Nút S1
21:14:34.480,0x00000008,0,0,0,1,Nút S1
21:14:34.700,0x00000008,0,0,0,1,Nút S1
21:14:34.919,0x00000008,0,0,0,1,Nút S1
21:14:35.130,0x00000008,0,0,0,1,Nút S1
21:14:35.351,0x00000008,0,0,0,1,Nút S1
21:14:35.561,0x00000008,0,0,0,1,Nút S1
21:14:35.783,0x00000008,0,0,0,1,Nút S1
21:14:36.001,0x00000008,0,0,0,1,Nút S1
21:14:36.228,0x00000008,0,0,0,1,Nút S1
21:14:36.440,0x00000008,0,0,0,1,Nút S1
21:14:36.663,0x00000008,0,0,0,1,Nút S1
21:14:36.873,0x00000008,0,0,0,1,Nút S1
21:14:37.084,0x00000008,0,0,0,1,Nút S1
21:14:37.310,0x00000008,0,0,0,1,Nút S1
21:14:37.521,0x00000008,0,0,0,1,Nút S1
21:14:37.743,0x00000008,0,0,0,1,Nút S1
21:14:37.958,0x00000008,0,0,0,1,Nút S1
21:14:38.174,0x00000008,0,0,0,1,Nút S1
21:14:38.390,0x00000008,0,0,0,1,Nút S1
21:14:38.601,0x0000000D,1,0,1,1,Nút S1
21:14:38.817,0x0000000D,1,0,1,1,Nút S1
21:14:39.040,0x0000000D,1,0,1,1,Nút S1
21:14:39.247,0x0000000D,1,0,1,1,Nút S1
21:14:39.477,0x0000000D,1,0,1,1,Nút S1
21:14:39.690,0x0000000D,1,0,1,1,Nút S1
21:14:39.907,0x0000000D,1,0,1,1,Nút S1
21:14:40.126,0x0000000D,1,0,1,1,Nút S1
21:14:40.339,0x0000000D,1,0,1,1,Nút S1
21:14:40.557,0x0000000D,1,0,1,1,Nút S1
21:14:40.762,0x0000000D,1,0,1,1,Nút S1
21:14:40.981,0x0000000D,1,0,1,1,Nút S1
21:14:41.206,0x0000000D,1,0,1,1,Nút S1
21:14:41.408,0x0000000D,1,0,1,1,Nút S1
21:14:41.638,0x0000000D,1,0,1,1,Nút S1
21:14:41.851,0x0000000D,1,0,1,1,Nút S1
21:14:42.069,0x00000007,1,1,1,0,Nút S1
21:14:42.285,0x0000000D,1,0,1,1,Nút S1
21:14:42.497,0x0000000D,1,0,1,1,Nút S1
21:14:42.720,0x0000000D,1,0,1,1,Nút S1
21:14:42.929,0x0000000D,1,0,1,1,Nút S1
21:14:43.153,0x0000000D,1,0,1,1,Nút S1
21:14:43.357,0x0000000D,1,0,1,1,Nút S1
21:14:43.581,0x0000000D,1,0,1,1,Nút S1
21:14:43.799,0x00000007,1,1,1,0,Nút S1
21:14:44.008,0x0000000D,1,0,1,1,Nút S1
21:14:44.224,0x0000000D,1,0,1,1,Nút S1
21:14:44.443,0x0000000D,1,0,1,1,Nút S1
21:14:44.654,0x0000000D,1,0,1,1,Nút S1
