Time,RAW_HEX,EN,FAULT,ENOUT,WDO,SRC
19:24:03.473,0x00000008,0,0,0,1,Nút S1
19:24:03.687,0x00000008,0,0,0,1,Nút S1
19:24:03.905,0x00000008,0,0,0,1,Nút S1
19:24:04.120,0x00000008,0,0,0,1,Nút S1
19:24:04.337,0x00000008,0,0,0,1,Nút S1
19:24:04.553,0x00000008,0,0,0,1,Nút S1
19:24:04.769,0x00000008,0,0,0,1,Nút S1
19:24:04.985,0x00000008,0,0,0,1,Nút S1
19:24:05.200,0x00000008,0,0,0,1,Nút S1
19:24:05.416,0x00000008,0,0,0,1,Nút S1
19:24:05.631,0x00000008,0,0,0,1,Nút S1
19:24:05.846,0x00000008,0,0,0,1,Nút S1
19:24:06.061,0x00000008,0,0,0,1,Nút S1
19:24:06.277,0x00000008,0,0,0,1,Nút S1
19:24:06.492,0x00000008,0,0,0,1,Nút S1
19:24:06.711,0x00000008,0,0,0,1,Nút S1
19:24:06.923,0x00000008,0,0,0,1,Nút S1
19:24:07.138,0x00000008,0,0,0,1,Nút S1
19:24:07.353,0x00000008,0,0,0,1,Nút S1
19:24:07.576,0x00000008,0,0,0,1,Nút S1
19:24:07.791,0x00000008,0,0,0,1,Nút S1
19:24:08.006,0x00000008,0,0,0,1,Nút S1
19:24:08.221,0x00000008,0,0,0,1,Nút S1
19:24:08.437,0x00000008,0,0,0,1,Nút S1
19:24:08.652,0x00000008,0,0,0,1,Nút S1
19:24:08.867,0x00000008,0,0,0,1,Nút S1
19:24:09.083,0x0000000D,1,0,1,1,Nút S1
19:24:09.305,0x0000000D,1,0,1,1,Nút S1
19:24:09.520,0x0000000D,1,0,1,1,Nút S1
19:24:09.735,0x0000000D,1,0,1,1,Nút S1
19:24:09.951,0x0000000D,1,0,1,1,Nút S1
19:24:10.169,0x0000000D,1,0,1,1,Nút S1
19:24:10.381,0x0000000D,1,0,1,1,Nút S1
19:24:10.600,0x00000007,1,1,1,0,Nút S1
19:24:10.816,0x0000000D,1,0,1,1,Nút S1
19:24:11.026,0x0000000D,1,0,1,1,Nút S1
19:24:11.247,0x0000000D,1,0,1,1,Nút S1
19:24:11.463,0x0000000D,1,0,1,1,Nút S1
19:24:11.675,0x0000000D,1,0,1,1,Nút S1
19:24:11.895,0x0000000D,1,0,1,1,Nút S1
19:24:12.111,0x0000000D,1,0,1,1,Nút S1
19:24:12.326,0x0000000D,1,0,1,1,Nút S1
19:24:12.543,0x00000007,1,1,1,0,Nút S1
19:24:12.760,0x0000000D,1,0,1,1,Nút S1
19:24:12.971,0x0000000D,1,0,1,1,Nút S1
